Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 2. 27.,2026년 2월 27일,TCC Operations Management LLC,,Open,No,02/27/2026,,20 to 99,NC,1,1
2026. 2. 27.,2026년 2월 27일,"Texas IOM, LLC","Texas IOM, LLC",Open,Yes,02/27/2026,,5 to 9,TX,1,1
2026. 2. 27.,2026년 2월 27일,The Clean Club Company LLC,The Clean Club,Open,Yes,02/27/2026,,10 to 19,GA,4,1
2026. 2. 27.,2026년 2월 27일,THE COUNTRY CLUB OF LOUISIANA,,Open,No,02/27/2026,,100 to 499,LA,1,1
2026. 2. 27.,2026년 2월 27일,THE PUBLIC GOOD PROJECTS INC,,Open,No,02/27/2026,,500 to 999,NY,1,1
2026. 2. 27.,2026년 2월 27일,The Ruhlin Company,,Open,No,02/27/2026,,100 to 499,OH,2,1
2026. 2. 27.,2026년 2월 27일,The Venetoulis Institute for Local Journalism,,Open,No,02/27/2026,,100 to 499,"IL,MD,MO",4,1
2026. 2. 27.,2026년 2월 27일,The Wellness Center Pharmacy Inc,,Open,No,02/27/2026,,100 to 499,TN,1,1
2026. 2. 27.,2026년 2월 27일,Thinktime LLC,,Open,No,02/27/2026,,10 to 19,IL,1,1
2026. 2. 27.,2026년 2월 27일,TNT Kids Fitness,,Open,No,02/27/2026,,20 to 99,ND,1,1
2026. 2. 27.,2026년 2월 27일,Town of North Providence,,Open,Yes,02/27/2026,,100 to 499,RI,1,1
2026. 2. 27.,2026년 2월 27일,Tradewater LLC,,Open,No,02/27/2026,,20 to 99,IL,1,1
2026. 2. 27.,2026년 2월 27일,Trustees of Clark University,Clark University,Open,No,02/27/2026,,"1,000 to 2,499",MA,1,1
2026. 2. 27.,2026년 2월 27일,Turion Space Corp.,Turion Space Corp,Open,Yes,02/27/2026,,100 to 499,CA,1,1
2026. 2. 27.,2026년 2월 27일,"Unique Encapsulation Technology, LLC","Unique Encapsulation Technology, LLC",Open,Yes,02/27/2026,,20 to 99,NJ,1,1
2026. 2. 27.,2026년 2월 27일,"United Chemi-Con, Inc.","United Chemi-Con, Inc",Open,Yes,02/27/2026,,20 to 99,IL,1,1
2026. 2. 27.,2026년 2월 27일,"United Piping, Inc.",,Open,No,02/27/2026,,100 to 499,MN,1,1
2026. 2. 27.,2026년 2월 27일,USA Harness International LLC,,Open,No,02/27/2026,,20 to 99,TX,1,1
2026. 2. 27.,2026년 2월 27일,"USA Installations, LLC",,Open,Yes,02/27/2026,,5 to 9,FL,1,1
2026. 2. 27.,2026년 2월 27일,Utah Community Action,,Open,No,01/27/2026,03/30/2026,500 to 999,UT,1,1
2026. 2. 27.,2026년 2월 27일,"Valio USA, Inc.",,Open,No,02/27/2026,,20 to 99,NJ,1,1
2026. 2. 27.,2026년 2월 27일,VCA Animal Specialty & Emergency Center,,Open,Yes,02/27/2026,,100 to 499,CA,1,1
2026. 2. 27.,2026년 2월 27일,"Vector Defense, Inc.",,Open,No,02/27/2026,,20 to 99,UT,1,1
2026. 2. 27.,2026년 2월 27일,"Versa-Tile & Marble, Inc.",,Open,Yes,02/26/2026,,5 to 9,"FL,GA",2,1
2026. 2. 27.,2026년 2월 27일,"Vetted Support and Administrative Services, LLC",,Open,No,02/27/2026,,20 to 99,FL,1,1
2026. 2. 27.,2026년 2월 27일,ViaPhoton Inc.,,Open,No,02/27/2026,,100 to 499,"IL,NY",2,1
2026. 2. 27.,2026년 2월 27일,Vintage Trailer Works Inc,Venture Overland Campers,Open,Yes,02/27/2026,,5 to 9,AL,1,1
2026. 2. 27.,2026년 2월 27일,Virginia Workers Compensation Comission,Virginia Workers Compensation Comission,Open,Yes,02/27/2026,,100 to 499,VA,1,1
2026. 2. 27.,2026년 2월 27일,"VTX Intermediate Holdings II, Inc.","VertexOne Software, LLC",Open,Yes,02/27/2026,,100 to 499,TX,1,1
2026. 2. 27.,2026년 2월 27일,Wadelynn Geospatial LLC,,Open,Yes,02/27/2026,,20 to 99,NC,2,1
2026. 2. 27.,2026년 2월 27일,"Wahoo Studios, Inc.",,Open,Yes,02/27/2026,,5 to 9,"NC,NY,UT",3,1
2026. 2. 27.,2026년 2월 27일,"Washburn Academy, Inc.",Washburn Academy,Open,Yes,02/27/2026,,20 to 99,FL,1,1
2026. 2. 27.,2026년 2월 27일,WB Pipeline LLC,WB Pipeline LLC,Open,Yes,02/27/2026,,100 to 499,OK,1,1
2026. 2. 27.,2026년 2월 27일,"Wicked Enviromental Technologies, LLC",Wickd Environmental Technologies,Open,Yes,02/27/2026,,10 to 19,FL,1,1
2026. 2. 27.,2026년 2월 27일,"WingSwept Resources, LLC",WingSwept,Open,Yes,02/27/2026,,20 to 99,NC,1,1
2026. 2. 27.,2026년 2월 27일,"Wireless Vision In Home, LLC",,Open,No,02/27/2026,,100 to 499,MI,1,1
2026. 2. 27.,2026년 2월 27일,"Wireless Vision In Home, LLC",,Open,Yes,02/27/2026,03/30/2026,100 to 499,MI,1,1
2026. 2. 27.,2026년 2월 27일,"Woodlands Healthcare Group, LLC",Woodlands Health and Rehabilitation Center,Open,Yes,02/27/2026,,20 to 99,OH,1,1
2026. 2. 27.,2026년 2월 27일,YOTEL,YOTEL Boston ,Open,Yes,02/27/2026,,100 to 499,MA,1,1
2026. 2. 27.,2026년 2월 27일,Youth and Family Alternatives Inc.,,Open,No,02/27/2026,,100 to 499,FL,1,1
2026. 2. 27.,2026년 2월 27일,Zentrix IT Solutions LLC,Zentrix IT Solutions,Open,Yes,02/27/2026,,5 to 9,NC,1,1
2026. 2. 27.,2026년 2월 27일,Zevo HR Systems LLC,,Open,No,02/27/2026,,10 to 19,GA,1,1
2026. 2. 26.,2026년 2월 26일,"1AI Energy, LLC",,Open,Yes,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,"2-Way Communications Service, Inc.","2-Way Communications Service, Inc.",Open,Yes,02/26/2026,,20 to 99,NH,1,1
2026. 2. 26.,2026년 2월 26일,"4ROOTS FOUNDATION, INC",,Open,Yes,02/26/2026,,20 to 99,FL,2,1
2026. 2. 26.,2026년 2월 26일,7 Air Cargo,,Open,No,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,"617 Subs, LLC",,Open,No,02/26/2026,,10 to 19,MA,1,1
2026. 2. 26.,2026년 2월 26일,904 Movers LLC,,Open,Yes,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,A&A CONTRACTORS LLC,NEW MARKET ASPHALT CORP,Open,Yes,02/26/2026,,100 to 499,VA,1,1
2026. 2. 26.,2026년 2월 26일,A&A GENPRO LLC,,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,ABA New England,,Open,No,02/26/2026,,20 to 99,NH,1,1
2026. 2. 26.,2026년 2월 26일,ABA Today,,Open,No,02/26/2026,,20 to 99,VA,1,1
2026. 2. 26.,2026년 2월 26일,"Abbey Glass, LLC",Abbey Glass,Open,Yes,02/26/2026,,10 to 19,GA,2,1
2026. 2. 26.,2026년 2월 26일,ABLE INCORPORATED,,Open,No,02/26/2026,,100 to 499,ND,1,1
2026. 2. 26.,2026년 2월 26일,"Above Expectations, LLC",,Open,No,02/26/2026,,100 to 499,DE,2,1
2026. 2. 26.,2026년 2월 26일,Access Medical Clinic MSO LLC,,Open,No,02/26/2026,,100 to 499,AR,1,1
2026. 2. 26.,2026년 2월 26일,"ACCUMET ENGINEERING, INC.","ACCUMET ENGINEERING, INC.",Open,Yes,02/26/2026,,20 to 99,MA,1,1
2026. 2. 26.,2026년 2월 26일,Action Independence Motivation Support,AIMS,Open,Yes,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,Adaptive Innovation Services,,Open,No,02/26/2026,,20 to 99,NE,1,1
2026. 2. 26.,2026년 2월 26일,Advance On-Site Protection Security LLC,AOP Security,Open,No,02/03/2026,,20 to 99,NM,1,1
2026. 2. 26.,2026년 2월 26일,Advanced Electrical Company LLC,,Open,Yes,02/26/2026,,5 to 9,AL,1,1
2026. 2. 26.,2026년 2월 26일,advanced rna technologies,Advirna,Open,Yes,02/26/2026,,5 to 9,MA,1,1
2026. 2. 26.,2026년 2월 26일,ADVANCED TECH MACHINING LLC,,Open,No,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,AEC Systems. LLC,,Open,Yes,02/26/2026,,10 to 19,MO,1,1
2026. 2. 26.,2026년 2월 26일,Aerex Industries Inc,,Open,No,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,"Agilitas Mobility, Inc",Custom Mobility,Open,Yes,02/26/2026,,5 to 9,GA,1,1
2026. 2. 26.,2026년 2월 26일,Agora Care of Texas LLC,,Open,No,02/26/2026,,100 to 499,TX,1,1
2026. 2. 26.,2026년 2월 26일,AGV America LLC,AGV America,Open,Yes,02/26/2026,,5 to 9,TX,1,1
2026. 2. 26.,2026년 2월 26일,Airgro LLC,,Open,Yes,02/26/2026,,5 to 9,MO,1,1
2026. 2. 26.,2026년 2월 26일,Alabama Motorists Assoc Inc,,Open,No,02/26/2026,,100 to 499,CA,1,1
2026. 2. 26.,2026년 2월 26일,Alert Technologies Inc,,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,"All-Generations Home Care, Inc.","All-Generations Home Care, Inc.",Open,Yes,02/26/2026,,20 to 99,NC,1,1
2026. 2. 26.,2026년 2월 26일,ALLWEST Testing & Engineering - COID 123300 2943546,,Open,No,01/02/2026,,100 to 499,"ID,MT,WA",6,1
2026. 2. 26.,2026년 2월 26일,american restaurant group 2llc,dennys,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,AMERICAN RESTAURANTS GROUP INC,DENNYS,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,Americas Home Health Services,,Open,No,02/26/2026,,500 to 999,PA,1,1
2026. 2. 26.,2026년 2월 26일,Amero Foods Manufacturing Coprporation,PastryStar,Open,Yes,02/26/2026,,20 to 99,MD,1,1
2026. 2. 26.,2026년 2월 26일,"Analyze Pathology, Inc.",,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,Anelto Inc,,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,ANNA YATSENKO PROFESSIONAL CHIROPRACTIC CORP,,Open,No,02/26/2026,,10 to 19,CA,1,1
2026. 2. 26.,2026년 2월 26일,Another A Story,Another A Story LLC,Open,Yes,02/26/2026,,20 to 99,"CA,NY",2,1
2026. 2. 26.,2026년 2월 26일,"Arbor Landscapers, Inc.","Arbor Landscapers, Inc.",Open,Yes,02/26/2026,,20 to 99,MD,1,1
2026. 2. 26.,2026년 2월 26일,"Arizona Community Management Services, LLC","AZCMS, LLC",Open,Yes,02/26/2026,,20 to 99,AZ,1,1
2026. 2. 26.,2026년 2월 26일,Asheville Orthopaedic Associates PA,,Open,No,02/26/2026,,100 to 499,NC,1,1
2026. 2. 26.,2026년 2월 26일,Ashland County Auto Club,,Open,No,02/26/2026,,5 to 9,CA,1,1
2026. 2. 26.,2026년 2월 26일,Ashley E Smith DMD LLC,,Open,No,02/26/2026,,100 to 499,GA,1,1
2026. 2. 26.,2026년 2월 26일,Asset Protection Corporation,Asset Protection Corporation,Open,Yes,02/26/2026,,20 to 99,OH,1,1
2026. 2. 26.,2026년 2월 26일,Association of Community College Trustees,,Open,No,02/26/2026,,20 to 99,DC,1,1
2026. 2. 26.,2026년 2월 26일,Atomus Corporation,,Open,No,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,"Atrium Therapeutics, Inc",,Open,Yes,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,Aung Tun MD PA,,Open,No,02/26/2026,,100 to 499,FL,1,1
2026. 2. 26.,2026년 2월 26일,Auszi GBC,,Open,No,02/26/2026,,10 to 19,MN,1,1
2026. 2. 26.,2026년 2월 26일,Auto Club Driving Schools Inc,,Open,No,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,Automobile Club of Missouri,,Open,No,02/26/2026,,"1,000 to 2,499",CA,1,1
2026. 2. 26.,2026년 2월 26일,Automobile Club of Southern California,,Open,No,02/26/2026,,"5,000 to 9,999",CA,1,1
2026. 2. 26.,2026년 2월 26일,Avenue,Avenue,Open,No,02/26/2026,,20 to 99,SC,1,1
2026. 2. 26.,2026년 2월 26일,Aviary Summerhill LLC,Aviary Beauty + Wellness,Open,Yes,02/26/2026,,10 to 19,GA,1,1
2026. 2. 26.,2026년 2월 26일,Aviation Metals of North Carolina Inc,,Open,No,02/26/2026,,100 to 499,NC,1,1
2026. 2. 26.,2026년 2월 26일,B C and F Brokerage Inc,,Open,No,02/26/2026,,10 to 19,FL,1,1
2026. 2. 26.,2026년 2월 26일,B&R Construction Maintenance LLC,,Open,No,02/26/2026,,5 to 9,AL,1,1
2026. 2. 26.,2026년 2월 26일,"BA Holdings, Inc",,Open,Yes,02/26/2026,,5 to 9,SC,1,1
2026. 2. 26.,2026년 2월 26일,BABILA LOGISTICS LLC,,Open,No,02/26/2026,,20 to 99,IL,1,1
2026. 2. 26.,2026년 2월 26일,Back Alley BBQ Chandler LLC,Back Alley BBQ,Open,No,02/26/2026,,20 to 99,AZ,1,1
2026. 2. 26.,2026년 2월 26일,Beautyline5 LLC,,Open,Yes,02/26/2026,,5 to 9,SC,1,1
2026. 2. 26.,2026년 2월 26일,"Bellas Artes School of Music, Inc.",,Open,Yes,02/26/2026,,20 to 99,IL,1,1
2026. 2. 26.,2026년 2월 26일,Bellwood Coffee LLC,,Open,Yes,02/26/2026,,20 to 99,GA,5,1
2026. 2. 26.,2026년 2월 26일,Berlon Industries LLC,,Open,No,02/26/2026,,20 to 99,WI,1,1
2026. 2. 26.,2026년 2월 26일,Blackwave Services LLC,,Open,Yes,02/26/2026,,20 to 99,PA,1,1
2026. 2. 26.,2026년 2월 26일,Blountstown SNF Operations LLC,,Open,No,02/26/2026,,500 to 999,NJ,1,1
2026. 2. 26.,2026년 2월 26일,Blueberry Health Infusion Nursing,,Open,No,02/26/2026,,10 to 19,TN,1,1
2026. 2. 26.,2026년 2월 26일,BM9,Haymaker Verrado,Open,Yes,02/11/2026,,20 to 99,AZ,1,1
2026. 2. 26.,2026년 2월 26일,BNMR GLVZ LLC,,Open,Yes,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,Board of Trustees of Illinois State University,Board of Trustees of Illinois State University,Open,Yes,02/26/2026,,"2,500 to 4,999",IL,1,1
2026. 2. 26.,2026년 2월 26일,Bondcote Performance Textiles Inc.,,Open,No,02/26/2026,,100 to 499,SC,1,1
2026. 2. 26.,2026년 2월 26일,"Bontrager Industries, LLC",,Open,Yes,02/26/2026,,20 to 99,IN,1,1
2026. 2. 26.,2026년 2월 26일,"Braj Aggarwal, CPA, P.C.",,Open,Yes,02/26/2026,,5 to 9,NY,1,1
2026. 2. 26.,2026년 2월 26일,Bridgeport Way W Healthcare LLC,,Open,No,02/26/2026,,100 to 499,WA,1,1
2026. 2. 26.,2026년 2월 26일,"Brock and Associates Builders, Inc.","Brock Builders, Inc.",Open,Yes,02/26/2026,,20 to 99,OH,1,1
2026. 2. 26.,2026년 2월 26일,"Bron & Claude Engineering, LLC",,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,Brown Jordan Company LLC,,Open,No,02/18/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,"BROWNSVILLE PARTNERSHIP, INC",,Open,No,02/26/2026,,5 to 9,NY,1,1
2026. 2. 26.,2026년 2월 26일,Buford Electric LLC,Buford Electric LLC,Open,Yes,02/26/2026,,20 to 99,NC,1,1
2026. 2. 26.,2026년 2월 26일,"Bullion Exchange, LLC",,Open,No,02/26/2026,,20 to 99,"NJ,NY",2,1
2026. 2. 26.,2026년 2월 26일,Burleigh T. Surbeck DDS MSD PS,Surbeck Orthodontics,Open,Yes,02/26/2026,,5 to 9,WA,1,1
2026. 2. 26.,2026년 2월 26일,"BurnBot, Inc.",,Open,No,02/26/2026,,100 to 499,CA,1,1
2026. 2. 26.,2026년 2월 26일,"Burnley Enterprises, Inc.",,Open,No,01/09/2026,,20 to 99,PA,1,1
2026. 2. 26.,2026년 2월 26일,"Butler, Shine, Stern & Partners LLC",,Open,No,02/24/2026,,20 to 99,"CA,CO,IL,NY",6,1
2026. 2. 26.,2026년 2월 26일,Button Enterprises LLC,,Open,No,02/26/2026,,10 to 19,SD,1,1
2026. 2. 26.,2026년 2월 26일,"BVP, LLC",,Open,No,02/26/2026,,10 to 19,WY,1,1
2026. 2. 26.,2026년 2월 26일,C-3is LLC,C-3is LLC,Open,Yes,02/26/2026,,10 to 19,TX,1,1
2026. 2. 26.,2026년 2월 26일,"C&F Drywall & Acoustical, LLC",,Open,Yes,02/26/2026,,5 to 9,AL,1,1
2026. 2. 26.,2026년 2월 26일,Calvary Kids Care,Calvary Kids Care,Open,Yes,02/26/2026,,10 to 19,FL,1,1
2026. 2. 26.,2026년 2월 26일,"Campanella & Sons, Inc.","Campanella & Sons, Inc.",Open,Yes,02/26/2026,,20 to 99,IL,1,1
2026. 2. 26.,2026년 2월 26일,Campany Roof Maintenance Roofing Division LLC,Campany Roofing LLC,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,Camperdown Restaurants LLC,Camp,Open,No,02/26/2026,,20 to 99,SC,1,1
2026. 2. 26.,2026년 2월 26일,Car Wash Co Inc,,Open,No,02/26/2026,,100 to 499,WI,1,1
2026. 2. 26.,2026년 2월 26일,Carefree Car Wash Inc,,Open,No,02/26/2026,,100 to 499,WI,1,1
2026. 2. 26.,2026년 2월 26일,"Castle Rock Access, LLC",,Open,No,02/26/2026,,20 to 99,MN,1,1
2026. 2. 26.,2026년 2월 26일,"CDE, LLC",,Open,No,02/26/2026,,20 to 99,WY,1,1
2026. 2. 26.,2026년 2월 26일,Cencal Auto & Truck Parts Inc,,Open,No,02/26/2026,,100 to 499,CA,1,1
2026. 2. 26.,2026년 2월 26일,"Cenergy A&D, LLC",,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,CENTRAL FLORIDA SPINE AND PAIN LLC,,Open,No,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,Central State Community Services Oklahoma,,Open,No,02/06/2026,,500 to 999,OK,4,1
2026. 2. 26.,2026년 2월 26일,CeraNova Corporation,,Open,Yes,02/26/2026,,5 to 9,MA,1,1
2026. 2. 26.,2026년 2월 26일,CG5 LLC,Cantina Gueros,Open,No,02/26/2026,,20 to 99,AZ,1,1
2026. 2. 26.,2026년 2월 26일,CGA STONE CASTING LLC,,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,CHAPPELL WEALTH MANAGEMENT,,Open,No,02/26/2026,,5 to 9,TX,1,1
2026. 2. 26.,2026년 2월 26일,Charic Drive Healthcare LLC,,Open,No,02/26/2026,,20 to 99,MO,1,1
2026. 2. 26.,2026년 2월 26일,Chemcote Inc,,Open,Yes,02/26/2026,,100 to 499,OH,1,1
2026. 2. 26.,2026년 2월 26일,Chemcote Roofing Company,,Open,Yes,02/26/2026,,20 to 99,OH,1,1
2026. 2. 26.,2026년 2월 26일,Christ Children Academy Inc,,Open,Yes,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,CHUCK LATHAM ASSOCIATES,,Open,No,02/26/2026,,500 to 999,CO,1,1
2026. 2. 26.,2026년 2월 26일,"CI Data Processing, LLC",,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,Circular Consulting,Circular Consulting,Terminated,Yes,02/26/2026,02/26/2026,20 to 99,LA,1,1
2026. 2. 26.,2026년 2월 26일,City of Port Aransas,,Open,No,02/26/2026,,100 to 499,TX,1,1
2026. 2. 26.,2026년 2월 26일,"Class Action Capital Recovery, LLC",,Open,No,02/26/2026,,20 to 99,NY,1,1
2026. 2. 26.,2026년 2월 26일,Clay Street Healthcare LLC,,Open,No,02/26/2026,,20 to 99,MO,1,1
2026. 2. 26.,2026년 2월 26일,Clayton Road Healthcare LLC,,Open,No,02/26/2026,,100 to 499,MO,1,1
2026. 2. 26.,2026년 2월 26일,CLICMOTION CORP.,,Open,No,02/26/2026,,10 to 19,FL,1,1
2026. 2. 26.,2026년 2월 26일,CLICTECHNOLOGIES CORP.,,Open,No,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,CLICTELL CORP.,,Open,No,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,CLK LAWNCARE & LANDSCAPING,,Terminated,Yes,02/26/2026,02/26/2026,20 to 99,IA,1,1
2026. 2. 26.,2026년 2월 26일,"Cloudmasonry, LLC",,Open,Yes,02/26/2026,,20 to 99,IN,1,1
2026. 2. 26.,2026년 2월 26일,"Collection Associates, Ltd.",,Open,No,02/26/2026,,10 to 19,WI,1,1
2026. 2. 26.,2026년 2월 26일,Collegium Pharmaceutical,,Open,Yes,02/26/2026,,100 to 499,MA,1,1
2026. 2. 26.,2026년 2월 26일,"Commander Automation & Oilfield Services, LLC",,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,Commonwealth Zoological Corporation,Zoo New England,Open,Yes,02/26/2026,,100 to 499,MA,2,1
2026. 2. 26.,2026년 2월 26일,Commonwealth Zoological Corporation,Zoo New England,Terminated,Yes,02/23/2026,02/26/2026,100 to 499,MA,2,1
2026. 2. 26.,2026년 2월 26일,Commonwealth Zoological Corporation,Zoo New England,Terminated,Yes,02/24/2026,02/26/2026,100 to 499,MA,1,1
2026. 2. 26.,2026년 2월 26일,Community College of Allegheny County,Community College of Allegheny County,Open,No,02/25/2026,,"1,000 to 2,499",PA,5,1
2026. 2. 26.,2026년 2월 26일,COMMUNITY SOLUTIONS INC,,Open,No,02/26/2026,,20 to 99,NY,1,1
2026. 2. 26.,2026년 2월 26일,"Compass Restoration Intermediary Holdings, LLC",,Open,No,02/26/2026,,20 to 99,GA,1,1
2026. 2. 26.,2026년 2월 26일,Concrete Placement Services LLC,Concrete Placement Services LLC,Open,Yes,02/26/2026,,10 to 19,SC,1,1
2026. 2. 26.,2026년 2월 26일,Connecticut Humanities Council Incorporated,CT Humanities,Open,Yes,02/26/2026,,10 to 19,CT,1,1
2026. 2. 26.,2026년 2월 26일,Consolidated Water - Aquilex,,Open,No,02/13/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,"Constantino Law Office, P.C.",,Open,Yes,02/26/2026,,5 to 9,UT,1,1
2026. 2. 26.,2026년 2월 26일,Construction Management,,Open,No,02/26/2026,,20 to 99,IA,1,1
2026. 2. 26.,2026년 2월 26일,Cormac Corp.,,Open,No,02/26/2026,,20 to 99,VA,1,1
2026. 2. 26.,2026년 2월 26일,Cornerstone Caregiving LLC,Cornerstone Caregiving Plano,Open,Yes,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,Cornerstone Dental PLLC,,Open,No,02/26/2026,,20 to 99,AZ,1,1
2026. 2. 26.,2026년 2월 26일,Corporate Construction SRBA,,Open,Yes,02/26/2026,,20 to 99,CT,1,1
2026. 2. 26.,2026년 2월 26일,Costco Wholesale Corporation,,Open,Yes,02/17/2026,03/29/2026,100 to 499,"TX,WA",2,1
2026. 2. 26.,2026년 2월 26일,Cottonwood Heathcare,,Open,Yes,02/26/2026,,"2,500 to 4,999",MT,10,1
2026. 2. 26.,2026년 2월 26일,"Cowboy Maloney, LLC",,Open,No,02/26/2026,,100 to 499,MN,1,1
2026. 2. 26.,2026년 2월 26일,"CP Shared Services, LLC",,Open,No,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,"CR Micro Tech, Inc.",CRX Microtech,Open,Yes,02/26/2026,,5 to 9,CA,1,1
2026. 2. 26.,2026년 2월 26일,CREAMY CREATION LLC,,Open,No,02/26/2026,,10 to 19,"NJ,NY",2,1
2026. 2. 26.,2026년 2월 26일,Crossroads Healing Centers,,Open,No,02/26/2026,,100 to 499,IN,1,1
2026. 2. 26.,2026년 2월 26일,CSQUARED LABS INCORPORATED,,Open,Yes,02/26/2026,,5 to 9,CA,1,1
2026. 2. 26.,2026년 2월 26일,"Curbman, Inc.",,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,CURRANCO,,Open,Yes,02/26/2026,,20 to 99,LA,1,1
2026. 2. 26.,2026년 2월 26일,"D. James Jordan, LLC",,Open,Yes,02/26/2026,,5 to 9,GA,1,1
2026. 2. 26.,2026년 2월 26일,D&D Tax Master Services,,Open,Yes,02/26/2026,,100 to 499,TX,1,1
2026. 2. 26.,2026년 2월 26일,DAHL CONTRACTING INC.,,Open,No,02/26/2026,,5 to 9,UT,1,1
2026. 2. 26.,2026년 2월 26일,"Dakota Protein Solutions, LLC",,Open,No,02/26/2026,,10 to 19,SD,1,1
2026. 2. 26.,2026년 2월 26일,Dakroub Holdings inc.,,Open,No,02/26/2026,,20 to 99,MI,2,1
2026. 2. 26.,2026년 2월 26일,David Architectural Metals Inc.,,Open,Yes,02/26/2026,,20 to 99,IL,1,1
2026. 2. 26.,2026년 2월 26일,DeepDataUS INC,,Open,Yes,02/26/2026,,5 to 9,TX,1,1
2026. 2. 26.,2026년 2월 26일,"Dennis A. Cortes M.D., P.A.",,Open,Yes,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,"Detect Auto, Inc",,Open,Yes,02/26/2026,,10 to 19,ND,1,1
2026. 2. 26.,2026년 2월 26일,DIANNA PHILLIPS,,Open,No,02/26/2026,,5 to 9,MO,1,1
2026. 2. 26.,2026년 2월 26일,Dignity Hospice Care INC,Living Legacy Hospice,Open,Yes,02/26/2026,,5 to 9,CA,1,1
2026. 2. 26.,2026년 2월 26일,Dino Delivery LLC,,Open,No,02/26/2026,,20 to 99,OH,1,1
2026. 2. 26.,2026년 2월 26일,Dipasa,Dipasa USA,Open,Yes,02/26/2026,,20 to 99,TX,1,1
2026. 2. 26.,2026년 2월 26일,"DIVERSE HEALTHCARE & PHARMACY GROUP, LLC",,Open,Yes,02/26/2026,,5 to 9,FL,1,1
2026. 2. 26.,2026년 2월 26일,Diversified Safety Services,,Open,No,02/26/2026,,100 to 499,MD,1,1
2026. 2. 26.,2026년 2월 26일,Dohmen Trucking,,Open,No,02/26/2026,,20 to 99,MN,1,1
2026. 2. 26.,2026년 2월 26일,DPR ENTERPRISES INCORPORATED,,Open,No,02/26/2026,,20 to 99,MD,2,1
2026. 2. 26.,2026년 2월 26일,DRS Automotive Group LLC,,Open,No,02/26/2026,,20 to 99,CA,1,1
2026. 2. 26.,2026년 2월 26일,DSL USA Inc,DSL USA Inc,Open,Yes,02/26/2026,,10 to 19,TX,1,1
2026. 2. 26.,2026년 2월 26일,Dunaway Electrical Services Inc,Dunaway Electrical Services Inc,Open,Yes,02/26/2026,,20 to 99,FL,1,1
2026. 2. 26.,2026년 2월 26일,Dupon USA LLC,,Open,No,02/26/2026,,20 to 99,"OH,PA,WI",3,1
2026. 2. 26.,2026년 2월 26일,"EAC Management, LLC",,Open,Yes,02/26/2026,,20 to 99,SC,2,1
